image_name,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,label
person_nn_0.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3095618784427643,0.6269172430038452,0.2082047909498214,0.7471113204956055,0.342791885137558,0.7604110240936279,0.0,0.0,0.4089788496494293,0.9193139672279358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
person_nn_1.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3095618784427643,0.6269172430038452,0.2082047909498214,0.7471113204956055,0.342791885137558,0.7604110240936279,0.0,0.0,0.4089788496494293,0.9193139672279358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
person_nn_2.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3095618784427643,0.6269172430038452,0.2082047909498214,0.7471113204956055,0.342791885137558,0.7604110240936279,0.0,0.0,0.4089788496494293,0.9193139672279358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
person_nn_3.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3335785269737243,0.509907603263855,0.2580763697624206,0.6323720812797546,0.3612232506275177,0.6260892152786255,0.2464276254177093,0.7829921245574951,0.4170538783073425,0.7646224498748779,0.0,0.0,0.4518990814685821,0.8618415594100952,0.2862707674503326,0.9255723357200624,0.3548901975154876,0.9232036471366882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
person_nn_4.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3335785269737243,0.509907603263855,0.2580763697624206,0.6323720812797546,0.3612232506275177,0.6260892152786255,0.2464276254177093,0.7829921245574951,0.4170538783073425,0.7646224498748779,0.0,0.0,0.4518990814685821,0.8618415594100952,0.2862707674503326,0.9255723357200624,0.3548901975154876,0.9232036471366882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
person_nn_5.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3467352390289306,0.4845893383026123,0.2676645219326019,0.6011718511581421,0.3691321015357971,0.5979467034339905,0.2484455555677414,0.7373634576797485,0.4176296293735504,0.7279856204986572,0.0,0.0,0.4493750333786011,0.8239169120788574,0.2961777448654175,0.9005661010742188,0.3632552921772003,0.900691032409668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
person_nn_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3467352390289306,0.4845893383026123,0.2676645219326019,0.6011718511581421,0.3691321015357971,0.5979467034339905,0.2484455555677414,0.7373634576797485,0.4176296293735504,0.7279856204986572,0.0,0.0,0.4493750333786011,0.8239169120788574,0.2961777448654175,0.9005661010742188,0.3632552921772003,0.900691032409668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
person_nn_7.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3467352390289306,0.4845893383026123,0.2676645219326019,0.6011718511581421,0.3691321015357971,0.5979467034339905,0.2484455555677414,0.7373634576797485,0.4176296293735504,0.7279856204986572,0.0,0.0,0.4493750333786011,0.8239169120788574,0.2961777448654175,0.9005661010742188,0.3632552921772003,0.900691032409668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
person_nn_8.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3569833040237427,0.4615223109722137,0.287578672170639,0.569265604019165,0.3733516633510589,0.5689467787742615,0.2622414231300354,0.6955095529556274,0.4202228784561157,0.6931172013282776,0.0,0.0,0.4486099481582641,0.8031047582626343,0.3186613619327545,0.8689693212509155,0.3744520843029022,0.8712139129638672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
person_nn_9.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3569833040237427,0.4615223109722137,0.287578672170639,0.569265604019165,0.3733516633510589,0.5689467787742615,0.2622414231300354,0.6955095529556274,0.4202228784561157,0.6931172013282776,0.0,0.0,0.4486099481582641,0.8031047582626343,0.3186613619327545,0.8689693212509155,0.3744520843029022,0.8712139129638672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
person_nn_10.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.371871143579483,0.4484361708164215,0.3179643452167511,0.5436136722564697,0.3791477382183075,0.5482006669044495,0.3327351808547973,0.681342601776123,0.4147688448429107,0.6813763976097107,0.0,0.0,0.4489872753620147,0.7872138023376465,0.3347049951553345,0.8381912112236023,0.3741717040538788,0.8420756459236145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
person_nn_11.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.371871143579483,0.4484361708164215,0.3179643452167511,0.5436136722564697,0.3791477382183075,0.5482006669044495,0.3327351808547973,0.681342601776123,0.4147688448429107,0.6813763976097107,0.0,0.0,0.4489872753620147,0.7872138023376465,0.3347049951553345,0.8381912112236023,0.3741717040538788,0.8420756459236145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
person_nn_12.jpg,0.5069404244422913,0.4048448503017425,0.0,0.0,0.4961170852184295,0.3906548023223877,0.0,0.0,0.4609691500663757,0.4035989642143249,0.4976751506328583,0.5044941902160645,0.4219188094139099,0.5001267790794373,0.5142539143562317,0.64556485414505,0.3973548114299774,0.6310974359512329,0.5153692960739136,0.7631281018257141,0.400986760854721,0.7589291334152222,0.4764042198657989,0.7619518637657166,0.4283718168735504,0.7649709582328796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
person_nn_13.jpg,0.5069404244422913,0.4048448503017425,0.0,0.0,0.4961170852184295,0.3906548023223877,0.0,0.0,0.4609691500663757,0.4035989642143249,0.4976751506328583,0.5044941902160645,0.4219188094139099,0.5001267790794373,0.5142539143562317,0.64556485414505,0.3973548114299774,0.6310974359512329,0.5153692960739136,0.7631281018257141,0.400986760854721,0.7589291334152222,0.4764042198657989,0.7619518637657166,0.4283718168735504,0.7649709582328796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
